_id,Year/Année,Parent who gave birth/Parent qui a donné naissance,Age of Father or Parent / Âge du père ou parent,Births/Naissances
3871,2023,29,NS/N.P.,251
3872,2023,30,<20,1
3873,2023,30,20-24,103
3874,2023,30,25-29,3033
3875,2023,30,30-34,5641
3876,2023,30,35-39,1342
3877,2023,30,40-44,249
3878,2023,30,45-49,62
3879,2023,30,50-54,32
3880,2023,30,55-59,6
3881,2023,30,60+,6
3882,2023,30,NS/N.P.,246
3883,2023,31,20-24,69
3884,2023,31,25-29,1705
3885,2023,31,30-34,7163
3886,2023,31,35-39,1900
3887,2023,31,40-44,388
3888,2023,31,45-49,72
3889,2023,31,50-54,24
3890,2023,31,55-59,13
3891,2023,31,60+,5
3892,2023,31,NS/N.P.,263
3893,2023,32,<20,1
3894,2023,32,20-24,51
3895,2023,32,25-29,971
3896,2023,32,30-34,7439
3897,2023,32,35-39,2397
3898,2023,32,40-44,494
3899,2023,32,45-49,128
3900,2023,32,50-54,38
3901,2023,32,55-59,17
3902,2023,32,60+,4
3903,2023,32,NS/N.P.,250
3904,2023,33,20-24,37
3905,2023,33,25-29,623
3906,2023,33,30-34,6708
3907,2023,33,35-39,3192
3908,2023,33,40-44,636
3909,2023,33,45-49,150
3910,2023,33,50-54,35
3911,2023,33,55-59,21
3912,2023,33,60+,6
3913,2023,33,NS/N.P.,221
3914,2023,34,<20,1
3915,2023,34,20-24,25
3916,2023,34,25-29,373
3917,2023,34,30-34,4914
3918,2023,34,35-39,3718
3919,2023,34,40-44,780
3920,2023,34,45-49,157
3921,2023,34,50-54,47
3922,2023,34,55-59,20
3923,2023,34,60+,3
3924,2023,34,NS/N.P.,219
3925,2023,35,20-24,23
3926,2023,35,25-29,232
3927,2023,35,30-34,3176
3928,2023,35,35-39,4383
3929,2023,35,40-44,964
3930,2023,35,45-49,226
3931,2023,35,50-54,49
3932,2023,35,55-59,15
3933,2023,35,60+,8
3934,2023,35,NS/N.P.,226
3935,2023,36,20-24,14
3936,2023,36,25-29,215
3937,2023,36,30-34,1776
3938,2023,36,35-39,4165
3939,2023,36,40-44,1128
3940,2023,36,45-49,241
3941,2023,36,50-54,65
3942,2023,36,55-59,24
3943,2023,36,60+,10
3944,2023,36,NS/N.P.,200
3945,2023,37,20-24,20
3946,2023,37,25-29,123
3947,2023,37,30-34,920
3948,2023,37,35-39,3434
3949,2023,37,40-44,1230
3950,2023,37,45-49,268
3951,2023,37,50-54,84
3952,2023,37,55-59,22
3953,2023,37,60+,10
3954,2023,37,NS/N.P.,177
3955,2023,38,20-24,12
3956,2023,38,25-29,90
3957,2023,38,30-34,536
3958,2023,38,35-39,2543
3959,2023,38,40-44,1235
3960,2023,38,45-49,282
3961,2023,38,50-54,96
3962,2023,38,55-59,26
3963,2023,38,60+,8
3964,2023,38,NS/N.P.,167
3965,2023,39,20-24,10
3966,2023,39,25-29,56
3967,2023,39,30-34,344
3968,2023,39,35-39,1750
3969,2023,39,40-44,1103
3970,2023,39,45-49,279
3971,2023,39,50-54,82
3972,2023,39,55-59,27
3973,2023,39,60+,11
3974,2023,39,NS/N.P.,169
3975,2023,40,20-24,5
3976,2023,40,25-29,49
3977,2023,40,30-34,226
3978,2023,40,35-39,946
3979,2023,40,40-44,990
3980,2023,40,45-49,296
3981,2023,40,50-54,90
3982,2023,40,55-59,27
3983,2023,40,60+,17
3984,2023,40,NS/N.P.,135
3985,2023,41,20-24,4
3986,2023,41,25-29,30
3987,2023,41,30-34,116
3988,2023,41,35-39,430
3989,2023,41,40-44,743
3990,2023,41,45-49,241
3991,2023,41,50-54,62
3992,2023,41,55-59,25
3993,2023,41,60+,6
3994,2023,41,NS/N.P.,105
3995,2023,42,20-24,1
3996,2023,42,25-29,18
3997,2023,42,30-34,73
3998,2023,42,35-39,247
3999,2023,42,40-44,450
4000,2023,42,45-49,194
4001,2023,42,50-54,44
4002,2023,42,55-59,18
4003,2023,42,60+,10
4004,2023,42,NS/N.P.,71
4005,2023,43,25-29,4
4006,2023,43,30-34,40
4007,2023,43,35-39,118
4008,2023,43,40-44,270
4009,2023,43,45-49,153
4010,2023,43,50-54,52
4011,2023,43,55-59,16
4012,2023,43,60+,6
4013,2023,43,NS/N.P.,38
4014,2023,44,20-24,2
4015,2023,44,25-29,4
4016,2023,44,30-34,22
4017,2023,44,35-39,63
4018,2023,44,40-44,139
4019,2023,44,45-49,101
4020,2023,44,50-54,39
4021,2023,44,55-59,5
4022,2023,44,60+,7
4023,2023,44,NS/N.P.,28
